hhid,group_id,hhnomembers,gender_hoh,age_hoh,educyears_hoh,readwrite_hoh,noclasspassed_hoh,higheduc_hoh,hhnomembers_above18,hhnomembers_below18,hhreg_muslim,hhreg_christian,hhcaste_fc,hhcaste_bc,hhcaste_mbc,hhcaste_sc_st
129889,135,8,1,63,8,1,0,0,6,2,0,0,0,0,0,1
129894,139,4,0,33,0,0,1,0,2,2,0,0,0,0,1,0
129914,135,7,1,71,10,1,0,0,6,1,0,0,0,0,0,1
129917,82,4,0,35,7,1,0,0,2,2,0,0,0,0,1,0
129919,82,4,1,59,7,1,0,0,2,2,0,0,0,0,1,0
129927,135,6,1,59,8,1,0,0,5,1,0,0,0,0,0,1
129934,139,5,0,44,12,1,0,0,4,1,0,0,0,1,0,0
129944,82,5,0,24,11,1,0,0,3,2,0,0,0,0,1,0
129976,139,2,0,52,10,1,0,0,2,0,0,1,0,1,0,0
129997,139,11,0,54,7,0,0,0,5,6,0,0,0,0,1,0
130032,82,3,0,55,0,0,1,0,3,0,0,0,0,1,0,0
130033,82,5,1,36,8,1,0,0,2,3,0,0,0,1,0,0
130043,80,5,1,35,7,0,0,0,2,3,0,0,0,0,1,0
130045,80,4,0,25,0,0,1,0,3,1,0,0,0,0,1,0
130049,80,10,1,38,10,1,0,0,7,3,0,0,0,0,1,0
130053,80,4,0,35,0,0,1,0,2,2,0,0,0,0,1,0
130054,82,4,0,47,7,0,0,0,4,0,0,0,0,0,1,0
130056,80,10,0,40,0,0,1,0,7,3,0,0,0,0,1,0
130083,144,6,1,54,12,1,0,0,4,2,0,0,0,0,1,0
130096,144,4,0,48,0,0,1,0,2,2,0,0,0,0,1,0
130108,133,5,0,40,0,0,1,0,4,1,0,0,0,0,1,0
130110,133,4,1,69,7,1,0,0,4,0,0,0,0,0,1,0
130111,133,4,1,43,7,0,0,0,3,1,0,0,0,0,1,0
130120,133,5,1,71,12,1,0,0,3,2,0,0,0,1,0,0
130121,133,6,1,55,7,1,0,0,6,0,0,0,0,1,0,0
130129,133,4,1,59,7,0,0,0,3,1,0,0,0,1,0,0
130148,133,3,1,53,7,1,0,0,3,0,0,0,0,1,0,0
130154,133,4,0,40,14,1,0,0,2,2,0,0,0,1,0,0
130159,133,5,0,67,0,0,1,0,3,2,0,0,0,1,0,0
130173,133,2,0,47,7,1,0,0,2,0,0,0,0,1,0,0
130174,133,6,0,54,0,0,1,0,4,2,0,0,0,1,0,0
130186,133,5,1,60,7,0,0,0,4,1,0,0,0,0,0,1
130193,133,4,1,40,7,1,0,0,3,1,0,0,0,0,1,0
130200,133,4,1,44,14,1,0,0,2,2,0,0,0,0,1,0
130206,133,4,1,48,11,1,0,0,3,1,0,0,0,1,0,0
130209,133,4,1,41,7,1,0,0,3,1,0,0,0,0,1,0
130228,133,3,0,47,0,0,1,0,3,0,0,0,0,1,0,0
130231,133,4,1,36,12,1,0,0,2,2,0,0,0,1,0,0
130237,135,5,1,32,7,1,0,0,3,2,0,0,0,1,0,0
130247,135,2,1,64,0,0,1,0,2,0,0,0,0,1,0,0
130260,135,3,1,75,0,0,1,0,3,0,0,0,0,1,0,0
130285,1,11,1,27,11,1,0,0,9,2,0,0,0,0,1,0
130286,1,6,1,41,0,1,1,0,3,3,0,0,0,0,1,0
130290,1,4,0,44,0,0,1,0,4,0,0,0,0,0,1,0
130293,1,4,1,35,11,1,0,0,2,2,0,0,0,0,1,0
130298,1,4,0,44,0,0,1,0,4,0,0,0,0,0,1,0
130299,1,4,0,45,0,0,1,0,4,0,0,0,0,1,0,0
130304,1,6,0,40,0,0,1,0,4,2,0,0,0,0,1,0
130305,1,3,1,56,7,1,0,0,3,0,0,0,0,0,1,0
130308,1,4,1,51,9,1,0,0,2,2,0,0,0,1,0,0
130341,139,4,1,36,12,1,0,0,2,2,0,0,1,0,0,0
130352,139,4,0,23,18,1,0,1,3,1,0,0,0,1,0,0
130354,139,5,1,45,19,1,0,1,3,2,0,0,0,1,0,0
130397,139,6,1,41,7,0,0,0,5,1,0,0,0,0,1,0
130400,139,9,1,57,11,1,0,0,7,2,0,0,0,0,1,0
130401,1,5,1,45,7,0,0,0,2,3,0,0,0,1,0,0
130408,1,6,0,35,7,0,0,0,3,3,0,0,0,0,1,0
130409,1,6,0,45,7,1,0,0,4,2,0,0,0,0,1,0
130413,1,7,1,39,14,1,0,0,4,3,0,0,0,1,0,0
130415,1,5,1,46,10,1,0,0,2,3,0,0,0,1,0,0
130423,1,5,0,36,7,0,0,0,3,2,0,0,0,1,0,0
130428,1,4,1,48,7,0,0,0,4,0,0,0,0,0,1,0
130430,1,8,1,60,7,0,0,0,5,3,0,0,0,1,0,0
130431,1,6,1,49,0,0,1,0,6,0,0,0,0,1,0,0
130433,1,5,0,28,18,1,0,1,4,1,0,0,0,0,1,0
130434,139,4,1,42,10,1,0,0,3,1,0,0,0,1,0,0
130445,82,2,0,56,0,0,1,0,2,0,0,0,0,1,0,0
130447,82,7,0,51,7,0,0,0,4,3,0,0,0,1,0,0
130454,82,2,1,41,12,1,0,0,2,0,0,0,0,0,0,1
130456,82,3,0,46,0,0,1,0,2,1,0,0,0,0,0,1
130459,82,4,1,47,16,1,0,1,3,1,0,0,0,1,0,0
130461,82,5,1,36,8,1,0,0,2,3,0,0,0,0,0,1
130466,82,6,1,50,7,1,0,0,4,2,0,0,0,0,0,1
130487,82,5,1,53,7,0,0,0,4,1,0,0,0,0,0,1
130492,82,2,1,70,7,1,0,0,2,0,0,0,0,1,0,0
130495,82,8,0,34,7,0,0,0,4,4,0,0,0,0,0,1
130496,1,6,0,52,10,1,0,0,5,1,0,0,0,1,0,0
130499,82,9,0,28,12,1,0,0,6,3,0,0,0,1,0,0
130500,1,2,0,48,7,0,0,0,2,0,0,0,0,1,0,0
130501,82,6,1,55,12,1,0,0,6,0,0,0,0,0,0,1
130506,1,6,1,47,7,1,0,0,5,1,0,0,0,1,0,0
130511,1,2,1,70,8,1,0,0,2,0,0,0,0,1,0,0
130513,1,3,0,39,0,0,1,0,2,1,0,0,0,1,0,0
130514,82,2,0,34,11,1,0,0,1,1,0,0,0,0,0,1
130518,1,4,1,54,14,1,0,0,2,2,0,0,0,1,0,0
130523,1,6,1,40,10,1,0,0,2,4,0,0,0,1,0,0
130524,1,5,0,46,0,0,1,0,4,1,0,0,0,1,0,0
130525,82,5,1,39,0,0,1,0,2,3,0,0,0,0,0,1
130526,1,4,1,43,7,1,0,0,2,2,0,0,0,1,0,0
130527,82,4,1,37,0,0,1,0,2,2,0,0,0,0,0,1
130528,82,3,1,58,7,1,0,0,3,0,0,0,0,1,0,0
130530,82,5,1,32,10,1,0,0,4,1,0,0,0,0,0,1
130532,82,4,0,36,7,0,0,0,2,2,0,0,1,0,0,0
130533,1,7,1,40,9,1,0,0,4,3,0,0,0,0,0,1
130534,82,4,1,40,7,0,0,0,2,2,0,0,0,0,0,1
130536,82,3,0,45,7,0,0,0,3,0,0,0,0,0,0,1
130538,1,5,1,41,11,1,0,0,2,3,0,0,0,0,0,1
130539,1,5,1,36,14,1,0,0,3,2,0,0,0,0,0,1
130541,82,8,1,38,7,1,0,0,2,6,0,0,0,0,0,1
130548,135,3,0,33,7,0,0,0,1,2,0,0,0,0,1,0
130549,135,5,1,35,18,1,0,1,4,1,0,0,0,0,0,1
130552,135,4,1,44,0,0,1,0,2,2,0,0,0,0,0,1
130553,135,4,1,56,14,1,0,0,4,0,0,0,0,0,1,0
130554,135,4,1,39,13,1,0,0,4,0,0,0,0,0,1,0
130555,135,7,1,49,0,0,1,0,5,2,0,0,0,0,1,0
132098,80,4,0,50,0,0,1,0,2,2,0,0,0,0,0,1
132107,80,4,1,44,7,1,0,0,4,0,0,0,0,1,0,0
132121,80,4,1,39,10,1,0,0,2,2,0,0,0,1,0,0
132131,80,4,1,36,0,0,1,0,2,2,0,0,0,0,1,0
132140,80,6,1,84,7,1,0,0,4,2,0,0,0,1,0,0
132180,80,7,0,40,0,0,1,0,3,4,0,0,0,1,0,0
132190,80,5,1,42,0,0,1,0,2,3,0,0,0,0,1,0
132200,80,5,1,35,13,1,0,0,2,3,0,0,0,0,1,0
132215,80,4,1,35,10,1,0,0,2,2,0,0,0,0,1,0
153538,92,3,1,28,7,0,0,0,3,0,0,0,0,0,1,0
153568,92,6,1,37,0,0,1,0,2,4,0,0,0,0,1,0
153593,92,5,1,47,0,0,1,0,2,3,0,0,0,0,1,0
153613,92,2,0,40,0,0,1,0,2,0,0,0,0,0,1,0
153633,92,4,1,27,9,1,0,0,3,1,0,0,0,0,1,0
153893,92,5,1,37,9,1,0,0,3,2,0,0,0,1,0,0
153895,92,4,0,60,0,0,1,0,3,1,1,0,1,0,0,0
153897,92,2,0,46,0,0,1,0,2,0,0,0,0,1,0,0
153899,91,6,1,32,7,1,0,0,3,3,0,0,0,0,1,0
153905,91,5,0,34,12,1,0,0,3,2,0,0,0,0,1,0
153913,91,2,0,20,11,1,0,0,2,0,0,0,0,0,1,0
153914,92,6,1,40,7,0,0,0,5,1,1,0,0,1,0,0
153916,91,4,1,39,10,1,0,0,2,2,0,0,0,0,1,0
153917,91,3,1,42,9,1,0,0,3,0,0,0,0,0,1,0
153924,92,5,1,31,0,0,1,0,3,2,0,0,0,0,1,0
153929,92,2,1,29,10,1,0,0,2,0,0,0,0,1,0,0
153932,91,4,1,37,10,1,0,0,2,2,0,0,0,0,1,0
153935,91,6,1,39,7,0,0,0,5,1,0,0,0,0,1,0
153936,91,4,1,42,8,1,0,0,2,2,0,0,0,0,1,0
153955,92,4,1,33,13,1,0,0,3,1,0,0,0,1,0,0
153958,91,4,1,26,10,1,0,0,2,2,0,0,0,0,1,0
153959,92,4,1,49,0,1,1,0,4,0,0,0,0,0,0,1
153968,92,4,1,50,7,1,0,0,4,0,0,0,0,0,0,1
153975,92,5,1,42,0,0,1,0,3,2,0,0,0,0,1,0
153976,92,2,1,60,7,1,0,0,2,0,0,0,0,0,1,0
153985,92,4,1,37,7,0,0,0,2,2,0,0,0,0,1,0
153986,92,5,0,45,0,0,1,0,2,3,1,0,1,0,0,0
154002,92,5,1,45,12,1,0,0,2,3,0,0,0,0,1,0
154003,92,2,1,54,8,1,0,0,2,0,1,0,0,1,0,0
154006,92,4,1,54,14,1,0,0,4,0,0,0,0,1,0,0
154011,92,3,1,35,0,0,1,0,2,1,0,0,0,1,0,0
154022,92,4,1,30,11,1,0,0,2,2,0,0,0,0,1,0
154029,92,4,1,51,9,1,0,0,4,0,0,0,0,1,0,0
154049,91,5,1,42,7,1,0,0,3,2,0,0,0,0,0,1
154057,91,2,1,59,7,0,0,0,2,0,0,0,0,0,0,1
154059,91,2,1,75,0,0,1,0,2,0,0,0,,,,
154062,91,4,1,55,7,1,0,0,3,1,0,0,0,0,0,1
154063,91,5,1,34,0,0,1,0,2,3,0,0,0,0,1,0
154079,92,3,0,35,8,1,0,0,2,1,0,0,0,0,0,1
154080,91,3,1,57,12,1,0,0,3,0,1,0,0,1,0,0
154095,92,1,0,64,7,0,0,0,1,0,0,0,0,0,1,0
154100,92,4,1,41,18,1,0,1,2,2,0,0,0,0,0,1
154103,91,8,0,31,10,1,0,0,5,3,0,0,0,0,1,0
154104,91,5,1,32,7,0,0,0,2,3,0,0,0,0,1,0
154108,92,4,1,29,11,1,0,0,2,2,0,0,0,0,0,1
154115,92,3,0,50,0,0,1,0,3,0,0,0,0,0,1,0
154120,91,7,1,71,7,1,0,0,5,2,0,0,0,0,1,0
154125,92,2,1,60,0,0,1,0,2,0,0,0,0,1,0,0
154146,92,5,1,69,0,0,1,0,5,0,0,0,0,0,1,0
154149,91,2,1,74,0,0,1,0,2,0,0,0,0,0,1,0
154151,91,4,1,29,0,0,1,0,3,1,0,0,0,0,1,0
154154,91,6,1,56,10,1,0,0,5,1,0,0,0,0,0,1
154155,92,5,1,37,11,1,0,0,2,3,0,0,0,1,0,0
154156,91,4,1,36,7,0,0,0,2,2,0,0,0,0,1,0
154158,91,2,0,55,0,0,1,0,1,1,0,0,0,0,0,1
154160,91,5,1,48,7,1,0,0,3,2,0,0,0,0,0,1
154161,92,6,0,47,7,0,0,0,5,1,0,0,0,0,1,0
154164,92,6,0,26,13,1,0,0,4,2,0,0,0,0,1,0
154166,92,5,1,41,9,1,0,0,3,2,0,0,0,0,1,0
154167,92,5,1,67,7,0,0,0,4,1,0,0,0,1,0,0
154179,92,5,0,30,18,1,0,1,5,0,0,0,0,0,1,0
154193,91,6,1,57,7,1,0,0,4,2,0,0,0,0,0,1
154200,91,6,0,38,7,1,0,0,5,1,1,0,0,1,0,0
154202,91,7,1,72,0,1,1,0,2,5,0,0,0,0,0,1
154203,91,3,1,50,12,1,0,0,3,0,0,0,0,1,0,0
154204,91,4,1,72,0,0,1,0,4,0,0,0,0,0,0,1
154207,91,6,1,56,11,1,0,0,4,2,0,0,0,1,0,0
154216,91,5,1,30,9,1,0,0,3,2,0,0,0,0,1,0
154219,91,8,0,65,0,0,1,0,6,2,0,0,0,0,1,0
154220,91,5,1,55,9,1,0,0,3,2,0,0,0,0,1,0
154254,91,7,0,31,7,1,0,0,4,3,0,0,0,0,1,0
154259,91,3,0,35,7,0,0,0,1,2,0,0,0,0,1,0
154261,91,3,0,26,7,0,0,0,1,2,0,0,0,0,1,0
154263,91,4,0,37,8,1,0,0,2,2,0,0,0,0,1,0
154272,92,3,0,50,0,0,1,0,3,0,0,1,0,0,0,1
154285,92,5,1,41,7,1,0,0,4,1,0,0,0,0,1,0
154291,91,6,1,40,7,1,0,0,4,2,0,0,0,0,1,0
154300,92,4,1,44,7,0,0,0,3,1,0,0,0,0,0,1
154304,92,6,1,59,0,0,1,0,5,1,0,0,0,1,0,0
154311,91,5,1,32,7,1,0,0,2,3,0,0,0,0,1,0
154315,92,6,1,60,10,1,0,0,4,2,0,0,0,0,0,1
154318,92,6,1,65,7,1,0,0,4,2,0,0,0,0,0,1
154338,91,3,1,69,19,1,0,1,3,0,0,0,0,1,0,0
154349,91,4,1,59,13,1,0,0,3,1,0,0,0,1,0,0
154352,91,3,1,41,16,1,0,1,2,1,0,0,0,1,0,0
154354,91,4,0,39,7,1,0,0,3,1,0,0,0,1,0,0
180003,116,4,1,39,19,1,0,1,3,1,0,1,0,1,0,0
180013,116,2,0,23,10,1,0,0,2,0,0,0,0,1,0,0
180015,116,4,1,45,11,1,0,0,3,1,0,0,0,1,0,0
180017,116,4,1,36,7,0,0,0,2,2,0,0,0,1,0,0
180018,116,5,0,53,10,1,0,0,4,1,0,1,0,1,0,0
180021,116,6,1,37,16,1,0,1,4,2,0,0,0,1,0,0
180023,116,2,1,47,7,0,0,0,2,0,0,0,0,0,1,0
180025,116,6,1,65,9,1,0,0,6,0,0,0,0,1,0,0
180026,116,4,1,59,7,1,0,0,4,0,0,0,0,1,0,0
180032,116,3,1,27,9,0,0,0,3,0,0,0,0,1,0,0
180037,116,6,1,31,7,1,0,0,6,0,0,0,0,1,0,0
180042,120,4,0,50,7,0,0,0,4,0,0,0,0,1,0,0
180052,120,5,0,60,0,0,1,0,3,2,0,0,0,0,1,0
180095,116,8,1,56,12,1,0,0,5,3,0,0,0,0,0,1
180096,120,3,1,34,9,1,0,0,3,0,0,0,0,0,1,0
180110,120,5,0,53,7,1,0,0,3,2,0,0,0,1,0,0
180111,116,4,1,39,11,1,0,0,2,2,0,0,0,0,1,0
180114,116,4,0,51,7,0,0,0,3,1,0,0,0,1,0,0
180118,116,5,1,60,7,0,0,0,4,1,0,0,0,0,1,0
180121,116,5,1,39,9,1,0,0,4,1,0,0,0,1,0,0
180137,120,4,1,53,18,1,0,1,4,0,0,0,0,1,0,0
180144,116,4,1,38,7,1,0,0,2,2,0,0,0,0,1,0
180149,116,6,1,53,8,1,0,0,3,3,0,0,0,0,1,0
180155,116,5,0,45,7,0,0,0,5,0,0,1,0,1,0,0
180161,120,3,0,49,11,1,0,0,3,0,0,0,0,1,0,0
180173,116,4,1,54,7,0,0,0,4,0,0,0,0,0,1,0
180185,116,9,0,50,7,0,0,0,6,3,0,0,0,0,1,0
180203,116,7,0,58,7,0,0,0,4,3,0,1,0,1,0,0
180204,116,5,1,53,7,0,0,0,2,0,0,0,0,1,0,0
180220,116,1,0,40,0,0,1,0,1,0,0,0,0,0,1,0
180221,120,5,1,35,10,1,0,0,3,2,0,0,0,0,1,0
180230,116,6,1,37,12,1,0,0,4,2,0,0,0,1,0,0
180243,116,5,1,40,10,1,0,0,3,2,0,0,0,1,0,0
180247,120,3,1,57,11,1,0,0,3,0,0,0,0,1,0,0
180250,120,5,1,51,11,1,0,0,4,0,0,0,0,1,0,0
180258,120,2,0,38,0,0,1,0,2,0,0,0,0,1,0,0
180280,120,5,1,58,11,1,0,0,4,1,0,0,0,1,0,0
180299,120,5,1,52,7,1,0,0,4,1,0,0,0,1,0,0
180317,116,6,1,55,12,1,0,0,4,2,0,1,0,1,0,0
180319,120,4,1,40,12,1,0,0,2,2,,,0,1,0,0
180322,120,4,1,46,11,1,0,0,3,1,0,0,0,1,0,0
180324,116,2,1,26,10,1,0,0,2,0,0,1,0,1,0,0
180334,120,4,0,43,0,0,1,0,3,1,0,0,0,1,0,0
180350,116,6,1,52,12,1,0,0,5,1,0,1,0,1,0,0
180357,120,4,0,46,14,1,0,0,3,1,0,0,0,1,0,0
180358,120,4,0,32,9,1,0,0,2,2,0,0,0,0,1,0
180365,116,4,0,47,0,0,1,0,3,1,0,0,0,0,1,0
180371,116,5,0,36,7,1,0,0,2,3,0,0,0,1,0,0
180385,116,6,1,50,7,0,0,0,5,1,0,0,0,0,1,0
180401,120,4,1,42,9,1,0,0,2,2,0,0,0,1,0,0
180402,116,5,1,46,7,1,0,0,3,2,0,0,0,0,0,1
180404,116,3,1,27,11,1,0,0,2,1,0,0,0,1,0,0
180407,116,7,1,28,9,1,0,0,4,3,0,0,0,0,1,0
180415,116,2,1,67,7,0,0,0,2,0,0,0,0,1,0,0
180426,120,5,1,45,7,1,0,0,4,1,0,0,0,1,0,0
180442,120,6,1,52,9,1,0,0,5,1,0,0,0,1,0,0
180444,120,3,0,37,0,0,1,0,2,1,0,0,0,1,0,0
180455,120,5,0,53,7,0,0,0,3,2,0,0,0,1,0,0
180457,120,5,1,55,7,1,0,0,5,0,0,0,0,0,0,1
180461,120,3,0,53,0,0,1,0,2,0,0,0,0,0,0,1
180462,120,6,1,64,7,0,0,0,4,2,0,1,0,1,0,0
180491,120,5,1,44,7,1,0,0,4,1,0,0,0,0,0,1
180493,120,6,1,50,7,0,0,0,4,2,0,0,0,0,0,1
180504,44,5,0,47,0,0,1,0,5,0,0,0,0,1,0,0
180511,116,5,0,48,0,0,1,0,3,2,0,0,0,0,0,1
180515,116,4,0,24,14,1,0,0,3,1,0,0,0,0,0,1
180527,30,4,1,35,12,1,0,0,2,2,0,0,0,1,0,0
180550,116,4,1,42,11,1,0,0,2,2,0,0,0,1,0,0
180551,116,4,1,38,16,1,0,1,2,2,0,0,0,1,0,0
180555,116,5,1,35,11,1,0,0,4,1,0,0,0,0,1,0
180576,120,3,1,38,10,1,0,0,2,1,0,1,0,1,0,0
180585,120,3,0,59,14,1,0,0,2,1,0,1,0,1,0,0
180595,30,6,1,40,7,0,0,0,2,4,0,0,0,0,0,1
180596,30,7,1,55,9,1,0,0,6,1,0,1,0,1,0,0
180597,44,6,1,42,11,1,0,0,2,4,0,0,0,0,0,1
180598,30,4,1,48,9,1,0,0,3,1,0,1,0,1,0,0
180600,30,6,1,36,11,1,0,0,2,4,0,1,0,1,0,0
180607,30,3,0,44,10,1,0,0,2,1,0,1,0,1,0,0
180612,30,5,1,28,10,1,0,0,2,3,0,0,0,0,0,1
180614,30,5,0,51,10,1,0,0,4,1,0,0,0,0,0,1
180617,30,3,0,58,0,0,1,0,2,1,0,0,0,0,0,1
180626,30,4,0,55,12,1,0,0,3,1,0,0,0,0,0,1
180630,30,4,1,63,0,0,1,0,2,2,0,0,0,0,0,1
180637,30,6,1,35,0,0,1,0,2,4,0,0,0,0,0,1
180645,30,4,1,44,7,1,0,0,3,1,0,0,0,0,0,1
180655,44,4,0,38,7,0,0,0,2,2,0,0,0,0,0,1
180656,44,4,1,50,0,0,1,0,4,0,0,0,0,0,0,1
180677,120,4,1,36,0,0,1,0,3,1,0,0,0,0,1,0
180689,44,8,1,30,0,0,1,0,6,2,0,0,0,0,0,1
180690,44,2,0,35,7,0,0,0,1,1,0,0,0,0,0,1
180691,44,9,1,56,11,1,0,0,7,2,0,0,0,0,0,1
180700,44,6,1,61,13,1,0,0,5,1,0,0,0,1,0,0
180702,44,7,1,45,12,1,0,0,5,2,0,0,0,0,0,0
180719,44,6,1,64,9,1,0,0,4,1,0,0,0,1,0,0
180735,30,4,1,52,12,1,0,0,2,2,0,0,0,0,0,1
180767,120,9,0,61,18,1,0,1,5,4,0,0,0,0,0,1
180776,30,5,1,60,0,0,1,0,4,1,0,0,0,0,0,1
180782,30,4,1,47,7,0,0,0,2,2,0,0,0,0,0,1
180783,30,4,1,37,18,1,0,1,3,1,0,0,0,0,0,1
180785,30,6,0,39,7,0,0,0,4,2,0,0,0,0,0,1
180801,30,4,1,45,18,1,0,1,2,2,0,0,0,1,0,0
180805,30,8,1,46,7,1,0,0,7,1,0,0,0,0,0,1
180807,30,5,0,37,10,1,0,0,2,3,0,0,0,0,0,1
180808,30,2,0,48,0,0,1,0,1,1,0,0,0,0,0,1
180810,30,3,1,23,11,1,0,0,2,1,0,0,0,0,0,1
180814,30,3,1,34,10,1,0,0,2,1,0,1,0,1,0,0
180818,30,6,1,34,11,1,0,0,3,3,0,0,0,0,0,1
180820,30,5,0,28,0,0,1,0,2,3,0,0,0,0,0,1
180821,30,6,1,55,16,1,0,1,4,3,0,0,0,0,0,1
180823,30,4,0,27,18,1,0,1,2,2,0,0,0,0,0,1
180824,30,5,1,35,10,1,0,0,3,2,0,0,0,0,0,1
180828,30,4,1,33,10,1,0,0,2,2,0,0,0,0,0,1
180829,30,4,1,57,12,1,0,0,4,0,0,0,0,0,0,1
180830,30,5,0,55,0,0,1,0,3,2,0,0,0,0,0,1
180833,30,6,0,74,0,0,1,0,5,1,0,0,0,1,0,0
180840,30,4,0,34,10,1,0,0,3,1,0,0,0,1,0,0
180841,30,5,1,59,10,1,0,0,4,1,0,0,0,1,0,0
180846,30,4,1,32,7,1,0,0,2,2,0,0,0,1,0,0
180852,30,2,0,38,0,0,1,0,2,0,0,0,0,0,0,1
180855,30,5,1,59,18,1,0,1,5,0,0,0,0,0,0,1
180869,44,2,1,62,13,1,0,0,2,0,0,1,0,1,0,0
180876,44,6,1,80,11,1,0,0,6,0,0,1,0,1,0,0
180880,44,4,1,34,8,1,0,0,2,2,0,1,0,1,0,0
180886,44,6,1,73,7,1,0,0,4,2,0,1,0,1,0,0
180900,44,2,1,66,7,0,0,0,2,0,0,0,0,0,0,1
180911,44,3,1,53,12,1,0,0,3,0,0,0,0,1,0,0
180914,44,5,1,44,7,0,0,0,3,2,0,0,0,0,0,1
180919,44,4,1,33,11,1,0,0,3,1,0,1,0,1,0,0
180922,44,3,0,51,7,0,0,0,3,0,0,1,0,1,0,0
180924,44,5,1,36,18,1,0,1,2,3,0,1,0,1,0,0
180931,30,3,1,26,11,1,0,0,3,0,0,0,0,1,0,0
180936,30,4,1,59,10,1,0,0,3,1,0,0,0,1,0,0
180938,30,4,1,51,8,1,0,0,3,1,0,0,0,1,0,0
180941,30,4,0,44,7,0,0,0,3,1,0,0,0,1,0,0
180945,44,3,0,52,8,1,0,0,3,0,0,0,0,1,0,0
180946,44,4,1,46,10,1,0,0,4,0,0,0,0,0,1,0
180952,44,6,1,60,9,0,0,0,5,1,0,0,0,1,0,0
180955,43,4,1,26,10,1,0,0,2,2,0,0,0,1,0,0
180956,44,6,1,57,8,1,0,0,5,1,0,1,0,1,0,0
180960,44,3,1,58,13,1,0,0,3,0,0,0,0,0,0,1
180966,43,6,0,43,8,1,0,0,4,2,0,0,0,1,0,0
180968,44,5,1,44,10,1,0,0,3,2,0,0,0,1,0,0
180971,44,8,1,56,7,0,0,0,6,2,0,1,0,1,0,0
180975,44,5,1,45,9,1,0,0,5,0,0,1,0,1,0,0
180980,44,4,1,43,10,1,0,0,4,0,0,0,0,0,0,1
180991,44,2,0,49,0,0,1,0,2,0,0,0,0,0,1,0
180996,44,6,1,50,18,1,0,1,4,1,0,0,0,1,0,0
181002,43,6,1,64,7,0,0,0,4,2,0,0,0,1,0,0
181008,44,5,1,55,10,1,0,0,4,1,0,0,0,1,0,0
181018,32,1,0,63,18,1,0,1,1,0,0,0,0,1,0,0
181023,44,4,1,44,0,0,1,0,2,2,0,0,0,0,1,0
181024,44,8,1,45,7,0,0,0,5,3,0,0,0,0,1,0
181025,44,4,1,55,7,1,0,0,4,0,0,0,0,0,1,0
181026,44,12,1,23,10,1,0,0,9,3,1,0,0,1,0,0
181027,44,4,1,48,11,1,0,0,3,1,0,0,0,1,0,0
181028,44,4,1,49,16,1,0,1,2,2,0,0,0,1,0,0
181029,44,4,1,46,7,1,0,0,2,2,0,0,0,0,1,0
181033,44,5,1,48,14,1,0,0,2,3,0,1,0,1,0,0
181035,44,4,1,33,11,1,0,0,2,2,0,1,0,1,0,0
181036,44,5,0,47,11,1,0,0,3,2,0,1,0,0,0,1
181040,44,4,1,25,0,0,1,0,2,2,0,0,0,1,0,0
181041,44,7,1,30,12,1,0,0,4,3,0,0,0,0,1,0
181045,43,6,0,58,0,0,1,0,3,3,0,0,0,0,0,1
181052,32,5,1,37,12,1,0,0,3,2,0,0,0,0,0,1
181064,32,4,1,49,19,1,0,1,3,1,0,0,0,1,0,0
181098,32,4,1,54,11,1,0,0,4,0,0,0,0,0,0,1
181106,32,5,1,59,14,1,0,0,4,1,0,0,0,0,0,1
181121,32,4,1,68,7,1,0,0,4,0,0,0,0,0,0,1
181129,32,4,0,35,7,0,0,0,3,1,0,0,0,0,0,1
181130,43,2,1,63,11,1,0,0,2,0,0,0,0,1,0,0
181143,32,5,1,39,11,1,0,0,2,3,0,0,0,1,0,0
181146,32,4,0,39,0,0,1,0,2,2,0,0,0,0,1,0
181149,32,5,1,45,12,1,0,0,3,2,0,0,0,0,1,0
181152,32,3,1,33,19,1,0,1,3,0,0,0,0,1,0,0
181167,43,5,1,47,11,1,0,0,2,3,0,0,0,1,0,0
181171,32,4,1,54,0,0,1,0,2,2,0,0,0,0,0,1
181194,43,2,0,55,7,1,0,0,2,0,1,0,0,1,0,0
181206,43,7,1,69,0,0,1,0,5,2,0,0,0,0,0,1
181222,43,6,1,38,7,1,0,0,3,3,0,0,0,0,0,1
181247,43,4,1,45,7,0,0,0,2,2,0,1,0,1,0,0
181301,32,7,1,60,13,1,0,0,6,1,0,0,0,0,0,1
181304,32,6,1,31,7,0,0,0,3,3,0,0,0,0,0,1
181306,32,2,0,28,7,0,0,0,2,0,0,0,0,0,0,1
181319,43,4,1,49,9,1,0,0,3,1,0,0,0,0,0,1
181320,32,4,1,29,9,1,0,0,2,2,0,1,0,1,0,0
181325,43,5,0,41,0,0,1,0,4,1,0,0,0,0,0,1
181331,43,5,1,29,10,1,0,0,3,2,0,0,0,0,0,1
181342,32,5,0,50,7,0,0,0,3,2,0,0,0,1,0,0
181344,32,4,1,36,11,1,0,0,2,2,0,0,0,1,0,0
181346,32,3,0,37,0,0,1,0,2,1,0,0,0,0,1,0
181349,32,2,0,33,7,0,0,0,2,0,0,0,0,1,0,0
181356,32,6,1,41,11,1,0,0,4,2,0,1,0,1,0,0
181388,43,7,1,48,0,0,1,0,4,3,0,0,0,0,1,0
181428,32,9,1,56,18,1,0,1,8,1,0,0,0,0,0,1
181430,43,7,0,43,8,1,0,0,5,2,0,0,0,0,0,1
181435,43,4,1,37,16,1,0,1,2,2,1,0,0,1,0,0
